passer_player_name,week,season,posteam,defteam,complete_pass,incomplete_pass,interception,qb_hit,sack,pass_touchdown,passing_yards,pass_attempts,def_complete_pass_allowed,def_avg_ints,def_avg_qb_hit,def_avg_sack,def_avg_td_allowed,def_avg_yards_allowed,2023_qb_completion_avg,2023_qb_yards_avg,2023_qb_attempts_avg,2023_qb_int_avg
B.Mayfield,6,2021,CLE,ARI,19.0,8.0,1.0,6.0,5.0,2.0,234.0,27.0,18.0,0.5,3.125,2.25,1.375,200.5,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,15,2019,CLE,ARI,30.0,11.0,1.0,2.0,1.0,2.0,247.0,41.0,18.0,0.5,3.125,2.25,1.375,200.5,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,5,2019,CLE,SF,8.0,12.0,2.0,7.0,4.0,0.0,100.0,20.0,24.428571428571427,1.5714285714285714,7.857142857142857,3.5714285714285716,0.8571428571428571,224.0,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,5,2022,CAR,SF,20.0,15.0,1.0,7.0,4.0,0.0,215.0,35.0,24.428571428571427,1.5714285714285714,7.857142857142857,3.5714285714285716,0.8571428571428571,224.0,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,11,2023,TB,SF,29.0,15.0,1.0,7.0,4.0,1.0,246.0,44.0,24.428571428571427,1.5714285714285714,7.857142857142857,3.5714285714285716,0.8571428571428571,224.0,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,5,2020,CLE,IND,21.0,14.0,2.0,3.0,1.0,2.0,247.0,35.0,21.714285714285715,1.1428571428571428,6.142857142857143,3.7142857142857144,1.1428571428571428,212.14285714285714,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,12,2023,TB,IND,20.0,9.0,1.0,7.0,6.0,2.0,199.0,29.0,21.714285714285715,1.1428571428571428,6.142857142857143,3.7142857142857144,1.1428571428571428,212.14285714285714,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,5,2021,CLE,LAC,23.0,8.0,0.0,1.0,1.0,2.0,305.0,31.0,24.4,0.4,3.4,1.6,2.2,334.4,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,6,2018,CLE,LAC,22.0,22.0,2.0,7.0,5.0,1.0,238.0,44.0,24.4,0.4,3.4,1.6,2.2,334.4,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,17,2022,LA,LAC,11.0,8.0,0.0,4.0,3.0,0.0,132.0,19.0,24.4,0.4,3.4,1.6,2.2,334.4,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,6,2019,CLE,SEA,22.0,12.0,3.0,1.0,0.0,1.0,249.0,34.0,20.0,0.375,3.5,1.5,1.0,213.75,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,18,2022,LA,SEA,13.0,12.0,1.0,9.0,5.0,0.0,147.0,25.0,20.0,0.375,3.5,1.5,1.0,213.75,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,6,2020,CLE,PIT,10.0,6.0,2.0,5.0,4.0,1.0,119.0,16.0,20.571428571428573,0.8571428571428571,5.714285714285714,3.0,0.7142857142857143,233.28571428571428,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,8,2018,CLE,PIT,22.0,13.0,1.0,7.0,2.0,2.0,180.0,35.0,20.571428571428573,0.8571428571428571,5.714285714285714,3.0,0.7142857142857143,233.28571428571428,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,8,2021,CLE,PIT,20.0,11.0,0.0,5.0,4.0,0.0,225.0,31.0,20.571428571428573,0.8571428571428571,5.714285714285714,3.0,0.7142857142857143,233.28571428571428,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,11,2019,CLE,PIT,17.0,15.0,0.0,3.0,1.0,2.0,193.0,32.0,20.571428571428573,0.8571428571428571,5.714285714285714,3.0,0.7142857142857143,233.28571428571428,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,13,2019,CLE,PIT,18.0,13.0,1.0,7.0,5.0,1.0,196.0,31.0,20.571428571428573,0.8571428571428571,5.714285714285714,3.0,0.7142857142857143,233.28571428571428,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,17,2020,CLE,PIT,17.0,10.0,0.0,4.0,4.0,1.0,196.0,27.0,20.571428571428573,0.8571428571428571,5.714285714285714,3.0,0.7142857142857143,233.28571428571428,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,17,2021,CLE,PIT,16.0,20.0,2.0,11.0,9.0,2.0,185.0,36.0,20.571428571428573,0.8571428571428571,5.714285714285714,3.0,0.7142857142857143,233.28571428571428,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,18,2020,CLE,PIT,21.0,13.0,0.0,0.0,0.0,3.0,263.0,34.0,20.571428571428573,0.8571428571428571,5.714285714285714,3.0,0.7142857142857143,233.28571428571428,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,6,2023,TB,DET,19.0,17.0,1.0,4.0,1.0,0.0,206.0,36.0,22.75,0.625,4.5,1.5,1.875,257.125,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,11,2021,CLE,DET,15.0,12.0,2.0,2.0,1.0,1.0,176.0,27.0,22.75,0.625,4.5,1.5,1.875,257.125,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,7,2018,CLE,TB,23.0,11.0,0.0,5.0,5.0,2.0,215.0,34.0,20.333333333333332,0.8888888888888888,4.666666666666667,2.5555555555555554,1.0,244.22222222222223,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,7,2023,TB,ATL,27.0,14.0,1.0,6.0,3.0,1.0,275.0,41.0,20.5,0.625,6.625,2.375,1.625,208.375,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,10,2018,CLE,ATL,17.0,3.0,0.0,0.0,0.0,3.0,216.0,20.0,20.5,0.625,6.625,2.375,1.625,208.375,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,8,2019,CLE,NE,20.0,10.0,1.0,5.0,5.0,1.0,194.0,30.0,24.0,0.625,4.25,2.375,1.25,247.375,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,10,2021,CLE,NE,11.0,9.0,1.0,2.0,2.0,1.0,73.0,20.0,24.0,0.625,4.25,2.375,1.25,247.375,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,8,2023,TB,BUF,25.0,17.0,0.0,10.0,3.0,2.0,237.0,42.0,23.0,0.8571428571428571,7.571428571428571,4.0,1.5714285714285714,238.42857142857142,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,10,2019,CLE,BUF,26.0,12.0,0.0,4.0,2.0,2.0,238.0,38.0,23.0,0.8571428571428571,7.571428571428571,4.0,1.5714285714285714,238.42857142857142,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,9,2019,CLE,DEN,27.0,15.0,0.0,4.0,2.0,1.0,273.0,42.0,22.625,0.875,6.0,1.875,1.75,252.625,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,15,2018,CLE,DEN,18.0,12.0,1.0,3.0,2.0,2.0,188.0,30.0,22.625,0.875,6.0,1.875,1.75,252.625,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,16,2022,LA,DEN,24.0,4.0,0.0,1.0,0.0,2.0,230.0,28.0,22.625,0.875,6.0,1.875,1.75,252.625,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,12,2019,CLE,MIA,24.0,9.0,1.0,3.0,1.0,3.0,327.0,33.0,22.875,0.5,6.625,2.75,1.75,241.0,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,12,2020,CLE,JAX,19.0,10.0,0.0,1.0,2.0,2.0,258.0,29.0,18.75,0.875,4.875,1.625,1.375,213.875,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,14,2018,CLE,CAR,18.0,4.0,0.0,1.0,1.0,1.0,238.0,22.0,19.857142857142858,0.14285714285714285,4.571428571428571,1.4285714285714286,1.5714285714285714,201.42857142857142,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,15,2022,LA,GB,12.0,8.0,1.0,8.0,5.0,1.0,111.0,20.0,19.5,0.375,5.25,1.875,1.0,209.5,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Mayfield,16,2021,CLE,GB,21.0,11.0,4.0,6.0,5.0,2.0,222.0,32.0,19.5,0.375,5.25,1.875,1.0,209.5,22.363636363636363,235.27272727272728,33.90909090909091,0.6363636363636364
B.Young,12,2023,CAR,TEN,18.0,13.0,0.0,6.0,4.0,0.0,194.0,31.0,18.25,0.25,3.375,2.125,1.0,206.0,21.6,187.7,34.2,0.8
B.Young,4,2023,CAR,MIN,25.0,7.0,0.0,6.0,5.0,0.0,204.0,32.0,22.9,0.6,5.0,2.4,1.2,218.4,21.6,187.7,34.2,0.8
B.Young,8,2023,CAR,HOU,22.0,9.0,0.0,8.0,6.0,1.0,235.0,31.0,21.333333333333332,0.5555555555555556,4.666666666666667,2.0,0.8888888888888888,237.77777777777777,21.6,187.7,34.2,0.8
B.Young,10,2023,CAR,CHI,21.0,17.0,0.0,9.0,3.0,0.0,185.0,38.0,25.625,1.0,5.75,1.625,1.875,263.0,21.6,187.7,34.2,0.8
B.Young,2,2023,CAR,NO,22.0,11.0,0.0,7.0,4.0,1.0,153.0,33.0,19.714285714285715,0.8571428571428571,3.5714285714285716,1.4285714285714286,1.2857142857142858,194.57142857142858,21.6,187.7,34.2,0.8
B.Young,11,2023,CAR,DAL,16.0,12.0,1.0,9.0,7.0,1.0,123.0,28.0,17.333333333333332,0.7777777777777778,4.888888888888889,2.7777777777777777,1.4444444444444444,188.44444444444446,21.6,187.7,34.2,0.8
B.Young,9,2023,CAR,IND,24.0,12.0,3.0,6.0,4.0,1.0,173.0,36.0,21.714285714285715,1.1428571428571428,6.142857142857143,3.7142857142857144,1.1428571428571428,212.14285714285714,21.6,187.7,34.2,0.8
B.Young,5,2023,CAR,DET,25.0,14.0,2.0,6.0,1.0,3.0,247.0,39.0,22.75,0.625,4.5,1.5,1.875,257.125,21.6,187.7,34.2,0.8
B.Young,1,2023,CAR,ATL,20.0,16.0,2.0,7.0,2.0,1.0,146.0,36.0,20.5,0.625,6.625,2.375,1.625,208.375,21.6,187.7,34.2,0.8
B.Young,6,2023,CAR,MIA,23.0,15.0,0.0,9.0,4.0,1.0,217.0,38.0,22.875,0.5,6.625,2.75,1.75,241.0,21.6,187.7,34.2,0.8
D.Prescott,9,2018,DAL,TEN,21.0,9.0,1.0,6.0,5.0,2.0,243.0,30.0,18.25,0.25,3.375,2.125,1.0,206.0,23.545454545454547,266.8181818181818,33.09090909090909,0.5454545454545454
D.Prescott,17,2022,DAL,TEN,29.0,10.0,2.0,3.0,1.0,2.0,282.0,39.0,18.25,0.25,3.375,2.125,1.0,206.0,23.545454545454547,266.8181818181818,33.09090909090909,0.5454545454545454
D.Prescott,11,2016,DAL,BAL,27.0,9.0,0.0,5.0,1.0,3.0,301.0,36.0,21.5,1.0,5.875,3.625,0.75,188.25,23.545454545454547,266.8181818181818,33.09090909090909,0.5454545454545454
D.Prescott,9,2017,DAL,KC,21.0,12.0,0.0,4.0,1.0,2.0,249.0,33.0,16.5,0.75,5.75,3.875,1.0,172.375,23.545454545454547,266.8181818181818,33.09090909090909,0.5454545454545454
D.Prescott,11,2021,DAL,KC,28.0,13.0,2.0,7.0,5.0,0.0,216.0,41.0,16.5,0.75,5.75,3.875,1.0,172.375,23.545454545454547,266.8181818181818,33.09090909090909,0.5454545454545454
D.Prescott,4,2020,DAL,CLE,41.0,16.0,1.0,2.0,3.0,4.0,502.0,57.0,13.444444444444445,0.7777777777777778,4.555555555555555,2.2222222222222223,1.1111111111111112,172.77777777777777,23.545454545454547,266.8181818181818,33.09090909090909,0.5454545454545454
D.Prescott,9,2016,DAL,CLE,21.0,6.0,0.0,1.0,0.0,3.0,247.0,27.0,13.444444444444445,0.7777777777777778,4.555555555555555,2.2222222222222223,1.1111111111111112,172.77777777777777,23.545454545454547,266.8181818181818,33.09090909090909,0.5454545454545454
D.Prescott,10,2019,DAL,MIN,28.0,17.0,1.0,7.0,1.0,3.0,397.0,45.0,22.9,0.6,5.0,2.4,1.2,218.4,23.545454545454547,266.8181818181818,33.09090909090909,0.5454545454545454
D.Prescott,11,2022,DAL,MIN,22.0,3.0,0.0,1.0,0.0,2.0,276.0,25.0,22.9,0.6,5.0,2.4,1.2,218.4,23.545454545454547,266.8181818181818,33.09090909090909,0.5454545454545454
D.Prescott,13,2016,DAL,MIN,12.0,6.0,0.0,7.0,3.0,1.0,139.0,18.0,22.9,0.6,5.0,2.4,1.2,218.4,23.545454545454547,266.8181818181818,33.09090909090909,0.5454545454545454
D.Prescott,2,2023,DAL,NYJ,31.0,7.0,0.0,4.0,1.0,2.0,255.0,38.0,20.0,1.1,5.7,2.3,1.2,202.4,23.545454545454547,266.8181818181818,33.09090909090909,0.5454545454545454
D.Prescott,6,2019,DAL,NYJ,28.0,12.0,0.0,9.0,1.0,0.0,278.0,40.0,20.0,1.1,5.7,2.3,1.2,202.4,23.545454545454547,266.8181818181818,33.09090909090909,0.5454545454545454
D.Prescott,5,2016,DAL,CIN,18.0,6.0,0.0,3.0,1.0,1.0,227.0,24.0,21.5,1.125,6.5,2.625,1.125,270.375,23.545454545454547,266.8181818181818,33.09090909090909,0.5454545454545454
D.Prescott,5,2018,DAL,HOU,18.0,9.0,2.0,5.0,2.0,1.0,208.0,27.0,21.333333333333332,0.5555555555555556,4.666666666666667,2.0,0.8888888888888888,237.77777777777777,23.545454545454547,266.8181818181818,33.09090909090909,0.5454545454545454
D.Prescott,14,2022,DAL,HOU,24.0,13.0,2.0,5.0,1.0,1.0,284.0,37.0,21.333333333333332,0.5555555555555556,4.666666666666667,2.0,0.8888888888888888,237.77777777777777,23.545454545454547,266.8181818181818,33.09090909090909,0.5454545454545454
